cluster_id,text,post_id,num_posts
post_cluster_1160,Lost in life,"['9sumpk', 'fde6sd', '9yi82j', 'ddym0y']",4
post_cluster_1161,How to keep friends together?,"['9sam7o', '7dx6d8', 'f9foxb', 'borou6']",4
post_cluster_1162,I missed my flight.,"['9rvvp5', '8i38zw', '6bs5pq', '92huou']",4
post_cluster_1163,What do you talk about with your friends?,"['9rkfu4', '5n6q3o', '9e0wlo', '6h64kl']",4
post_cluster_1164,Does Anyone Miss Their Childhood Friends,"['9qvq50', 'hit:3106_conv:6212_uttr:1', 'fu6y7r', 'f1i3q2']",4
post_cluster_1165,Tell me something good about your life,"['9qnaxx', '78y5ul', '6g0ygx', '8zopgb']",4
post_cluster_1166,Getting new headphones,"['9nrli3', 'csxo1n', '7lx5kg', '6xvuyh']",4
post_cluster_1167,Stuck in the bathroom,"['9ncgfv', 'cvy7ri', 'dccf4p', 'jhr9t7']",4
post_cluster_1168,I honestly don't know.,"['9n8ois', 'ajtprz', 'nv1kg8', 'if0yq2']",4
post_cluster_1169,What toppings do you like on your pizza?,"['9mmg8g', '5ru6ue', '5o1534', '5wneex']",4
post_cluster_1170,What always makes you smile?,"['9l4si3', '6sqrxx', '674oao', '7t65mw']",4
post_cluster_1171,I feel like talking.,"['9kexi6', '7eoklu', '8dk9oa', '90vpiy']",4
post_cluster_1172,"Hey guys, what's going on?","['9izjbq', '9zbst7', 'ipbka1', '6d8ni9']",4
post_cluster_1173,Tell me your small victories!,"['9ipubx', '5ro5fz', 'bd1mix', '9l484q']",4
post_cluster_1174,I wish my favorite aunt was still alive.,"['9i6yif', 'hit:1670_conv:3340_uttr:1', 'hit:8437_conv:16874_uttr:1', 'hit:1523_conv:3046_uttr:1']",4
post_cluster_1175,I asked my best friend out the other day.,"['9e4frd', 'jlerns', '6j8kzl', '6geqd8']",4
post_cluster_1176,What should my bf & I cook for dinner?,"['9d382y', '8bce0s', '9vs5qi', 'nd8rml']",4
post_cluster_1177,Anything exciting or interesting going on?,"['9ag3lw', 'ay8fu8', 'eu4k7z', '9xer4j']",4
post_cluster_1178,So I found out I was allergic to cats.,"['98lgkn', 'cftm83', 'hit:3290_conv:6581_uttr:1', 'erb7q4']",4
post_cluster_1179,Been running for two days straight now!,"['96bnar', 'nfp4eq', '8aqp26', 'cmli30']",4
post_cluster_1180,How do you find yourself?,"['95qzg1', '8h1s1g', '6gfovt', 'gukzif']",4
post_cluster_1181,Let's have some fun,"['9524wb', 'g84d04', 'aqrdo5', '5ui3v5']",4
post_cluster_1182,Would like some help with birthday ideas please!,"['950wxm', '5m4k84', '81cdi9', '8z8ryw']",4
post_cluster_1183,Do you consider yourself smart/intelligent?,"['94the2', 'a4dlwf', 'a4dm3x', '8deum2']",4
post_cluster_1184,What superpowers would you choose?,"['93w7nx', 'f6j643', 'fxakd9', 'e7c8ii']",4
post_cluster_1185,I feel like a hypocrite.,"['938kg3', 'd2d3mq', '6ezvi0', '6sku2h']",4
post_cluster_1186,Tell me about your favourite band/artist!,"['92zeze', '6537w3', 'eudy0h', '5qrbzv']",4
post_cluster_1187,Do you drink coffee in the morning?,"['90e5ip', 'fvvcgy', 'helsz8', 'hit:3663_conv:7327_uttr:1']",4
post_cluster_1188,I’ll recommend you three songs!,"['8hi6ah', '869898', '8bni9t', '8zxtvr']",4
post_cluster_1189,First day working,"['8zd0ue', '69x9uu', '6tq012', 'kmguau']",4
post_cluster_1190,I miss him.,"['8z765d', '9aeugr', 'fim1lb', '6m58ve']",4
post_cluster_1191,I'm gonna ask her out,"['8yzehl', '91p723', '9i1qnh', 'f55qiw']",4
post_cluster_1192,I rarely ever watch movies,"['8v5k6j', 'kk5b1q', 'ctw1v2', '7jzlgs']",4
post_cluster_1193,I feel like I never get invited to anything,"['8umcyq', '83fcwh', '6wb0lq', '72hmjj']",4
post_cluster_1194,How do you feel about birthdays?,"['6h3dal', '8rlefg', '7teq28', '5lnsu0']",4
post_cluster_1195,i might get fired today,"['8qpdg2', '73kpiy', 'hit:3910_conv:7820_uttr:1', '7s6shi']",4
post_cluster_1196,please message me,"['8qp7vl', '8qpaur', 'kl728m', 'cbpdrc']",4
post_cluster_1197,My cat ran away today!,"['8pot1j', '7ndj9s', '9vkxs6', 'ba5tyg']",4
post_cluster_1198,Let's casually converse :),"['8p1910', '6qoaqu', '6uxeu6', '5svye2']",4
post_cluster_1199,Anybody ever feel like just running away?,"['8ol8up', 'clsgo5', 'f78avw', '6lglvj']",4
post_cluster_1200,My exams start next week.,"['8niypt', 'f1aix2', '8obtnt', '7tvfz5']",4
post_cluster_1201,anyone wanna talk about it?,"['8mfirz', '8lxiou', 'devy5l', '7v3uem']",4
post_cluster_1202,Are dating apps effective?,"['8mdg5z', '6rphlz', '8ndkkt', '8cc40l']",4
post_cluster_1203,Finally feeling confident,"['8j6r77', 'cbw458', 'k7q2u6', 'iv4le1']",4
post_cluster_1204,I've suddenly started realizing I eventually want kids,"['8h8tkc', 'ff1xd7', 'ak2vho', 'egv51l']",4
post_cluster_1205,I'd love to make some friends!,"['8g9rt6', '7kyuop', '5zq6jm', '8x0rjb']",4
post_cluster_1206,Let's get a conversation started.,"['8f5vx9', '6eygdy', '67mcyx', '8392zj']",4
post_cluster_1207,What cars do you drive?,"['8f26ok', '6mf1q3', '6hmcqy', 'fhtjel']",4
post_cluster_1208,I just realized,"['8ejf6j', '9dyndk', 'l0726p', 'gpc2kn']",4
post_cluster_1209,anything goes.,"['8d3b2v', '7u74t9', '6jbghi', 'onxlq4']",4
post_cluster_1210,I got antidepressants today,"['8cqv7d', '9cpnte', 'fswsxl', 'cmp44v']",4
post_cluster_1211,How do you deal with jealousy?,"['8cgys4', '7mlmnx', 'brizjr', 'by6le3']",4
post_cluster_1212,Something really weird just happened.,"['8cfawz', 'hit:10013_conv:20027_uttr:1', 'asy8w8', '8y1xhs']",4
post_cluster_1213,What car would you really like to have?,"['8bavhx', '7uj911', '62q3le', '74rbrk']",4
post_cluster_1214,What do you spend a lot of money on?,"['88jdgh', '5nyqug', '922oem', 'aaprqf']",4
post_cluster_1215,I fucking love cleaning.,"['88ben4', 'c3spbc', 'cp2oxr', '7aejw9']",4
post_cluster_1216,Anyone else write stories or fanfiction?,"['87p6b1', '5y5b2w', 'aqctox', '95s3hu']",4
post_cluster_1217,I think I struggle with keeping long term friends,"['86hbyb', 'isu24d', '857xw5', '7l1gqx']",4
post_cluster_1218,How to show appreciation?,"['86bkjh', 'hfl4ln', '689e98', '69lsl2']",4
post_cluster_1219,Let's write a Story.,"['830aa6', '64k0dl', '6a5y0q', 'g3xg01']",4
post_cluster_1220,Why do so many people seem to hate me,"['82io6p', '7hgpkw', 'fz8av5', '6gwdvq']",4
post_cluster_1221,I just stayed up all night.,"['81lojv', 'bde34q', 'gntno9', '611uek']",4
post_cluster_1222,How do you distract yourself?,"['7ufxwj', '81ic24', '7fctxy', '7pdic5']",4
post_cluster_1223,I think I just lost a friend,"['810f0h', 'fpq6qr', 'gjr8et', 'ksfc9u']",4
post_cluster_1224,The weirdest coincidence just happened.,"['80ugyi', 'iki7mu', 'aq1xi1', '7gvmwm']",4
post_cluster_1225,Sleeping Issues,"['80366n', 'mfwe5v', '8id3s7', '8nqea2']",4
post_cluster_1226,I began to exercise again yesterday.,"['7yyrex', '7nu8yb', '67zxcr', '5zfteo']",4
post_cluster_1227,What are you eating or drinking?,"['7y7gt4', '8ps8pu', '5qrklk', 'mn8j6p']",4
post_cluster_1228,I can't stop comparing myself to others!,"['7w115t', 'cah03h', '7emnrz', 'gdvydo']",4
post_cluster_1229,I’m scared of growing up,"['7vjz0x', 'lkz9jl', '9mm66n', '6qg6nk']",4
post_cluster_1230,Yesterday sucked.,"['7u0qdv', 'oic0q4', 'cire82', 'ckwrqd']",4
post_cluster_1231,Ask questions for our podcast!,"['7sxur7', '7pras7', '6vymol', '6ewwrc']",4
post_cluster_1232,Share your happy memories.,"['7safqt', 'g8p4u3', 'fvsi9s', '72jk7d']",4
post_cluster_1233,Give me your best recipes!,"['7s186s', '7hupm4', '6ji0fw', '77vae8']",4
post_cluster_1234,Hope everyone is having a lovely Sunday!,"['7rzewr', '70o8v0', '6dx0ua', 'ca9u7t']",4
post_cluster_1235,Just bombed an interview,"['7rawrj', 'ji9vni', 'an6813', 'ayg2d3']",4
post_cluster_1236,It's storming like crazy outside.,"['7ra643', 'hit:9847_conv:19695_uttr:1', 'e51jva', 'f1iws5']",4
post_cluster_1237,i fucking hate anxiety,"['7p9c5s', '5r17yt', 'ch6vxa', '7kgh2i']",4
post_cluster_1238,Tell me a story?,"['7ox9yn', '77nh41', '6y53ox', 'a6c7ru']",4
post_cluster_1239,Can't Make Solid Friends,"['7owe6f', '9kmqs7', '7mscel', '9bnd11']",4
post_cluster_1240,What are you working on in your free time?,"['7otl95', 'fkpedw', '7723xt', '98w397']",4
post_cluster_1241,Help construct a tattoo idea,"['7o59no', '8djn4f', 'pej8v1', '8k23x8']",4
post_cluster_1242,Need a pick me up.,"['7lhebx', '6tnn6r', '7ivcgs', '5xg7uc']",4
post_cluster_1243,I hate having a crush.,"['7lgi1o', '5v3asa', '6yw3rc', '6rt6q8']",4
post_cluster_1244,I just farted in class during a test.,"['7l25bc', 'nqp2ns', 'hit:963_conv:1926_uttr:1', 'hit:3852_conv:7705_uttr:1']",4
post_cluster_1245,"Feeling Lonely after work, need some conversation :)","['7j5thh', 'hb8710', 'bfieaj', '5mzlyk']",4
post_cluster_1246,Need some study tips for exams,"['7ie4ul', '78s8xi', '8goo71', '7d37x6']",4
post_cluster_1247,Let's talk about food.,"['7ftkp8', '76k391', '6sco4v', '6bngxh']",4
post_cluster_1248,I️ feel like a terrible person,"['7fnw0c', 'fwdmci', 'eu1qtk', '6syhhd']",4
post_cluster_1249,How do you spend holidays alone?,"['7ejgp5', '8wchgc', '7e4778', 'e0te47']",4
post_cluster_1250,I'm not having a good day at work,"['7b709w', '7uya78', 'ajcjoc', '9nnzv6']",4
post_cluster_1251,Entering my final year of high school,"['7b510o', '750wpw', '8ziea2', '8m36tn']",4
post_cluster_1252,What small thing do you love?,"['7b3c5f', '6ow8ps', '7mqv59', '9mty09']",4
post_cluster_1253,Who else is celebrating their birthdays today?,"['7acmah', '9bo2e1', '60z4fi', '79ivph']",4
post_cluster_1254,What goals are you currently pursuing?,"['7834g4', '9tff2t', 'fhp992', '6eb27j']",4
post_cluster_1255,Why do you live?,"['77crpz', '8okjtl', '7795t1', 'e07ww3']",4
post_cluster_1256,Send me music!,"['76mpkl', '6wh5t1', '7qwyqc', '8yqvm6']",4
post_cluster_1257,College is making me feel lost,"['75uo78', '6z03zs', '6qxb6f', 'cu53lq']",4
post_cluster_1258,What's your favorite musical you've ever seen?,"['7532n4', '6394bb', 'fgv9ze', '9tvhda']",4
post_cluster_1259,Feel free to PM me.,"['73w1k2', 'okk6nv', '8s46bs', 'c151dq']",4
post_cluster_1260,How do you snap yourself out of a funk?,"['72wxvm', '67cp7q', 'os7uw5', 'a689u4']",4
post_cluster_1261,Finally working on music again!,"['72plre', '7vkbf5', '947q46', '8ajnsl']",4
post_cluster_1262,Ask me something!,"['6ue6tg', '728j9s', '67mrwi', 'e87pf0']",4
post_cluster_1263,what do you eat?,"['70ohmk', '79f6ax', '7bb3p4', 'hgq6xf']",4
post_cluster_1264,I need to get more organized,"['6zmjes', '8ph5js', 'mtexv8', '6p47z1']",4
post_cluster_1265,Anyone else loving life?,"['6ys18o', 'chhlz9', 'b7alhw', '7bhqcr']",4
post_cluster_1266,Waiting in the hospital,"['6xyf6j', '82zxbs', 'a0lsk8', '6z1m99']",4
post_cluster_1267,I lost my virginity last night,"['6xtdd8', '6wxhqe', '5o5y57', 'b3ff9p']",4
post_cluster_1268,I've been feeling really ugly lately.,"['6wx05l', '5y82ly', 'hz5n5u', '8wr4js']",4
post_cluster_1269,What makes your house a home to you?,"['6vet2y', '6weh5r', 'fd9ey3', '9qr7nx']",4
post_cluster_1270,I just got my own place!,"['6v9bw0', 'p95tdu', 'dkw19c', 'fcoloj']",4
post_cluster_1271,Feeling a bit anxious.,"['6uwbdg', '6dibbi', 'is8sme', '90xdy8']",4
post_cluster_1272,How should I pass the time,"['6ur4yy', 'oqp32m', '6wuxbc', '8zbt9s']",4
post_cluster_1273,Does anyone enjoy being sad?,"['6tp4uf', '99vqwz', '755w24', 'e541pj']",4
post_cluster_1274,Asking advice,"['6tce6m', 'f7oi3d', '6uo4tu', '6dvd2i']",4
post_cluster_1275,What happened in your favourite dream?,"['6qg70c', 'bfmszl', 'o0d416', '7r0g4j']",4
post_cluster_1276,I might have seen a ghost the other night.,"['6f54gl', 'hit:7870_conv:15740_uttr:1', 'hit:3275_conv:6551_uttr:1', 'hit:2620_conv:5240_uttr:1']",4
post_cluster_1277,My tinnitus is getting worse. :(,"['6errt8', '7alumu', '7ipzy8', '845srk']",4
post_cluster_1278,How do you handle criticism ?,"['6donon', 'eg4q6z', 'e8tv9v', 'e629eq']",4
post_cluster_1279,I went to the cinema yesterday.,"['6d2ahm', 'hit:4123_conv:8246_uttr:1', 'hit:5309_conv:10618_uttr:1', '7kjcub']",4
post_cluster_1280,What traits do you guys find physically attractive?,"['6bl9lj', 'fes4c6', '6ciedl', '645dre']",4
post_cluster_1281,Have I made the right decision?,"['6b4uk8', '7kxjkn', 'elu7ix', '9wfplr']",4
post_cluster_1282,What nifty things have you all discovered lately?,"['69mjbd', '6qurlf', '9f3pby', '6u3cpb']",4
post_cluster_1283,What embarrassing things have you done recently?,"['699spd', '5ttzmn', '89l7i3', '70d85m']",4
post_cluster_1284,"I'm sad, chat anyone?","['67mdxn', '7telll', '78gzvy', 'eh7e7l']",4
post_cluster_1285,My friend's birthday is coming up,"['67afrs', 'a0vu0h', '6yatal', '9rvx4v']",4
post_cluster_1286,My friend just passed away from cancer.,"['64nwyq', 'hit:11484_conv:22968_uttr:1', 'hit:1646_conv:3293_uttr:1', 'hit:1660_conv:3320_uttr:1']",4
post_cluster_1287,Need to learn how to dance,"['63sy6j', '7w3ma2', '8jjgzp', 'akeexf']",4
post_cluster_1288,I hate socks,"['639zqc', '6qaw7v', '77cshk', 'm0jxl7']",4
post_cluster_1289,Does anybody else love poetry?,"['6378uy', '7keq7x', '722oew', '9729ms']",4
post_cluster_1290,Will I regret not going to senior prom?,"['61goeq', '675v73', 'od2j67', '67t9f4']",4
post_cluster_1291,Please help me feel better :(,"['600bwo', 'feqstm', 'mvfmfk', '5m6gbp']",4
post_cluster_1292,Who do you want to be?,"['5xv6v9', 'ju0b5i', '7zlbto', 'cao5bn']",4
post_cluster_1293,So I just asked someone out.,"['5xffhh', 'dl8yx3', '7s84zh', '905exz']",4
post_cluster_1294,Lets compliment each other!,"['5w1ukj', '6vjxtb', '8qocvy', '6tce79']",4
post_cluster_1295,What do you guys love to watch?,"['5vfh63', 'fgqofq', '7z3rud', '8tdciu']",4
post_cluster_1296,What helps you fall asleep happier at night?,"['5vfg91', '73e8n3', '745t4m', '9ymc1f']",4
post_cluster_1297,I just got my first Jury Duty summons.,"['5spgnb', '9xry4f', 'ens9lp', '9wrmup']",4
post_cluster_1298,My wife is expecting a baby.,"['hit:622_conv:1244_uttr:1', 'hit:1796_conv:3592_uttr:1', 'hit:11143_conv:22286_uttr:1', 'hs4sey']",4
post_cluster_1299,My youngest daughter is starting middle school next week.,"['hit:780_conv:1560_uttr:1', 'hit:11898_conv:23796_uttr:1', 'hit:879_conv:1759_uttr:1', 'hit:5648_conv:11297_uttr:1']",4
post_cluster_1300,I have never cheated on my wife.,"['hit:1700_conv:3400_uttr:1', 'hit:10228_conv:20457_uttr:1', 'hit:2110_conv:4220_uttr:1', 'hit:587_conv:1175_uttr:1']",4
post_cluster_1301,I can't wait until the football season starts!,"['hit:1754_conv:3508_uttr:1', 'hit:2776_conv:5553_uttr:1', 'hit:4382_conv:8764_uttr:1', 'hit:7163_conv:14326_uttr:1']",4
post_cluster_1302,I cheated on my exam yesterday.,"['hit:2946_conv:5893_uttr:1', 'hit:5576_conv:11152_uttr:1', 'hit:6656_conv:13312_uttr:1', 'hit:6326_conv:12652_uttr:1']",4
post_cluster_1303,I'm leaving for college soon.,"['hit:2977_conv:5955_uttr:1', 'hit:3121_conv:6243_uttr:1', '6q5iol', 'huvjjn']",4
post_cluster_1304,I let my friend borrow my car today,"['hit:3251_conv:6502_uttr:1', 'hit:1781_conv:3563_uttr:1', 'hit:11830_conv:23661_uttr:1', 'hit:11161_conv:22322_uttr:1']",4
post_cluster_1305,My boss just bought a brand new Range Rover.,"['hit:3319_conv:6639_uttr:1', 'hit:5870_conv:11741_uttr:1', 'hit:7671_conv:15342_uttr:1', 'hit:11761_conv:23523_uttr:1']",4
post_cluster_1306,I felt totally destroyed.,"['hit:9087_conv:18175_uttr:1', 'hit:3372_conv:6745_uttr:1', 'hit:5107_conv:10215_uttr:1', 'hit:5259_conv:10518_uttr:1']",4
post_cluster_1307,I went to the bar the other night,"['hit:4470_conv:8941_uttr:1', 'hit:6952_conv:13904_uttr:1', 'hit:9889_conv:19779_uttr:1', '6xycl2']",4
post_cluster_1308,I was caught stealing candy from a local store.,"['hit:4568_conv:9136_uttr:1', 'hit:8027_conv:16055_uttr:1', 'hit:8049_conv:16098_uttr:1', 'hit:8055_conv:16111_uttr:1']",4
post_cluster_1309,i was crushed when i didnt win the lottery,"['hit:7350_conv:14701_uttr:1', 'hit:7314_conv:14628_uttr:1', 'hit:7302_conv:14605_uttr:1', 'hit:5263_conv:10526_uttr:1']",4
post_cluster_1310,Never felt so ready in my life!,"['hit:6339_conv:12679_uttr:1', 'hit:5604_conv:11208_uttr:1', 'hit:5629_conv:11258_uttr:1', 'hit:8642_conv:17285_uttr:1']",4
post_cluster_1311,I hope to find a new job this week,"['hit:6515_conv:13031_uttr:1', 'hit:7629_conv:15259_uttr:1', 'hit:7142_conv:14284_uttr:1', 'hit:6513_conv:13026_uttr:1']",4
post_cluster_1312,"Currently, I am having some financial issues.","['hit:6529_conv:13058_uttr:1', 'hit:10821_conv:21642_uttr:1', 'hit:9526_conv:19053_uttr:1', 'hit:11960_conv:23921_uttr:1']",4
post_cluster_1313,I'll be getting a promotion in Feb.,"['hit:6794_conv:13588_uttr:1', 'hit:6695_conv:13390_uttr:1', 'hit:8166_conv:16332_uttr:1', 'hit:10786_conv:21572_uttr:1']",4
post_cluster_1314,I really hate flies,"['hit:6890_conv:13780_uttr:1', 'b0um2g', '71wn11', '8wmg9v']",4
post_cluster_1315,I just ate 3 donuts by myself,"['hit:7573_conv:15147_uttr:1', 'hit:7595_conv:15191_uttr:1', 'hit:7603_conv:15206_uttr:1', 'hit:7625_conv:15251_uttr:1']",4
post_cluster_1316,I'm giving birth on wednesday....,"['hit:7732_conv:15465_uttr:1', 'hit:7018_conv:14036_uttr:1', 'o7e1p8', 'hit:6328_conv:12656_uttr:1']",4
post_cluster_1317,I lied to my mom.,"['hit:8272_conv:16545_uttr:1', 'hit:11376_conv:22752_uttr:1', 'hit:10021_conv:20043_uttr:1', 'hit:1298_conv:2596_uttr:1']",4
post_cluster_1318,I really miss watching Saturday morning cartoons,"['hit:8957_conv:17915_uttr:1', '5qo0mq', '9nwa1p', 'nz2wwo']",4
post_cluster_1319,I lent some money to a friend.,"['hit:11413_conv:22827_uttr:1', 'hit:1528_conv:3057_uttr:1', 'hit:9921_conv:19842_uttr:1', 'hit:11529_conv:23058_uttr:1']",4
post_cluster_1320,College football officially starts tomorrow.,"['hit:11618_conv:23236_uttr:1', 'hit:6179_conv:12358_uttr:1', 'hit:11850_conv:23700_uttr:1', 'hit:9136_conv:18272_uttr:1']",4
post_cluster_1321,I just got some new neighbors.,"['hit:8342_conv:16685_uttr:1', 'hit:11631_conv:23263_uttr:1', 'hit:2421_conv:4843_uttr:1', 'hit:2430_conv:4861_uttr:1']",4
post_cluster_1322,I keep hearing strange noises in my house.,"['hit:5559_conv:11119_uttr:1', 'cc160j', '5q908s', 'hit:4791_conv:9582_uttr:1']",4
post_cluster_1323,My daughter is growing up so fast!,"['hit:6176_conv:12352_uttr:1', 'hit:2929_conv:5859_uttr:1', 'hit:6643_conv:13286_uttr:1', 'hit:6724_conv:13449_uttr:1']",4
post_cluster_1324,Do you speak a second language?,"['r1z5f1', 'drnr7a', '93zfpz']",3
post_cluster_1325,Seasonal depression is kicking my ass,"['r1tw9i', 'qwgnx7', 'qzfady']",3
post_cluster_1326,22F looking for a friendly conversation,"['qyqj9g', 'ah3m2o', '7gdtzs']",3
post_cluster_1327,Can’t think of a good senior quote,"['qw8zy6', 'lo0iys', 'ae95dl']",3
post_cluster_1328,I'm seriously considering dropping out of university,"['qw6flx', '9qqug6', '9v7fdt']",3
post_cluster_1329,Covid has changed the course of our lives,"['quxnok', 'q0j0ri', 'fhybzn']",3
post_cluster_1330,I know.,"['beu3qv', 'qnoeu2', 'k4a938']",3
post_cluster_1331,Need horror movie advice for Halloween asap!,"['qk0i7k', 'dpfgvg', 'jlmfgu']",3
post_cluster_1332,Why do people want kids?,"['qiijih', 'dhgtqf', '8jbfhs']",3
post_cluster_1333,Do you like to do things alone?,"['qfwtq9', 'd4anye', 'bw2pbu']",3
post_cluster_1334,"I like short men ,,anyone else ?","['qexeya', 'ccksyg', '996co5']",3
post_cluster_1335,Going out alone,"['qdrol4', 'f4lzzr', '85gt5d']",3
post_cluster_1336,I’m high and I wanna talk.,"['qdqjyg', '8ck54l', 'ckjava']",3
post_cluster_1337,I want to talk to someone from another country,"['qdfebf', '6p4xzk', '7d5aar']",3
post_cluster_1338,I miss having a normal family.,"['qbc9k5', '67p6t6', 'hit:3432_conv:6865_uttr:1']",3
post_cluster_1339,Think.,"['q9rw92', 'q9rt0w', '75m8m0']",3
post_cluster_1340,I finally got my closure!,"['q8ejyw', 'fdb3x9', '7u470c']",3
post_cluster_1341,I’m extremely bored on a Saturday night.,"['q4xlwr', 'ahrxgz', '9rorgu']",3
post_cluster_1342,Is he flirting with me?,"['q3ws9q', '7e7gjj', 'pzm53w']",3
post_cluster_1343,I wanna tell you about my cat,"['ptjiz1', 'g3f9i0', 'ex80y9']",3
post_cluster_1344,I cried happy tears today.,"['prlcn7', 'keuqkr', 'ksve0d']",3
post_cluster_1345,am i missing something?,"['poqyq1', 'pcnu2j', 'kcsxlz']",3
post_cluster_1346,Getting wisdom teeth removed in 10 minutes.,"['po25ze', 'e9tanf', '6lua6f']",3
post_cluster_1347,Does anyone else hate traveling?,"['pnoea9', '6s08hn', 'i8kdxt']",3
post_cluster_1348,Are some people meant to be alone?,"['plnucw', 'c58ygb', 'or95ms']",3
post_cluster_1349,Moving next week,"['pguzwi', '8fxygc', '8ito7q']",3
post_cluster_1350,I made my first friend on campus today,"['pg7c2t', 'f76hup', 'j40bsz']",3
post_cluster_1351,comment easy ways to make quick money,"['pe1630', '9mrwne', 'ituuqx']",3
post_cluster_1352,Feeling happy and healthy,"['pdj8tb', '8w01jc', 'g6xwpi']",3
post_cluster_1353,I called the cops,"['pak04z', 'fjbs99', '9qkvgt']",3
post_cluster_1354,I started Game of Thrones the other day!,"['p6h61g', 'bozzsj', 'ibjk46']",3
post_cluster_1355,I made friends with a cat today,"['fixxkc', 'p6cj4f', 'dgowcp']",3
post_cluster_1356,You know.,"['p63ow4', '5roydq', 'oxk4rm']",3
post_cluster_1357,Which book should I read tonight?,"['p500ud', '6wfhgm', '6qfkc5']",3
post_cluster_1358,Dealing with someone who has anxiety,"['p4vns4', '7oxrgo', 'fa7xn9']",3
post_cluster_1359,What’s going on everyone?,"['p46tlt', '6qr3yf', '9l7c51']",3
post_cluster_1360,Around how many hours do you sleep per night?,"['p1j47u', 'neqpwl', 'gllev8']",3
post_cluster_1361,Feeling like a loser rn,"['p1evwq', 'bq7ae4', '7hcmq4']",3
post_cluster_1362,Everything feels weird and pointless.,"['p19j0c', 'oy7xa7', 'ehsit5']",3
post_cluster_1363,How to stop nail biting,"['p107pj', '981zwy', '7rf3cz']",3
post_cluster_1364,"I got called ""pretty"" for the first time","['p0yb03', 'e7p03q', 'f1vd3t']",3
post_cluster_1365,I love giving awards.,"['p0xj05', 'hnsaz3', 'jkxken']",3
post_cluster_1366,I conquered one of my biggest fears today!,"['ozcdpk', '803ayy', '6mdqnv']",3
post_cluster_1367,Tell me if you think I’m weird,"['oxi39h', '8apdq5', 'frodqt']",3
post_cluster_1368,I just want to hide away.,"['ovylon', '87dv0z', '9a0cpo']",3
post_cluster_1369,I'm thinking about getting my ear pierced...,"['oumpsu', 'c82wp6', '8ntsnn']",3
post_cluster_1370,Never thought this would happen,"['ou6aew', 'hit:5164_conv:10328_uttr:1', 'e43mqo']",3
post_cluster_1371,Wanting to write a book,"['ou0ulo', '9fa7if', 'aqg9b1']",3
post_cluster_1372,What part does music play in your life?,"['otowhs', '7pknfz', 'cy760d']",3
post_cluster_1373,Someone hit my car while it was parked.,"['osfg3c', 'hit:777_conv:1555_uttr:1', 'cxsc2b']",3
post_cluster_1374,Me and this girl are going out.,"['ose6p3', '6zr14v', 'bwk6id']",3
post_cluster_1375,I broke my nose.,"['or453j', 'e4wnjc', 'fe4wjo']",3
post_cluster_1376,I got a girlfriend,"['opd4m3', '91lhqf', '8hcvoh']",3
post_cluster_1377,A stranger helped me park out today,"['ooywo2', 'cwf02o', 'cgb1j3']",3
post_cluster_1378,We got a puppy,"['ol27bc', 'fm73uk', 'e2b4q5']",3
post_cluster_1379,How do you keep your motivation up for exercise?,"['okx56y', 'fcf9ot', 'ckik9y']",3
post_cluster_1380,Has anyone quit coffee?,"['oj4h8b', 'jg77ot', '7mqdfy']",3
post_cluster_1381,I feel lazy today.,"['ohqqy0', '9o2idr', '5q4hj5']",3
post_cluster_1382,How to approach a compliment?,"['of4kn3', '7yjn7b', 'q6o1a4']",3
post_cluster_1383,Summer sucks,"['ocjqcm', '8whn8i', 'cgl4li']",3
post_cluster_1384,I released a new song!,"['ocj8x9', 'exrret', 'qvbimo']",3
post_cluster_1385,I don’t think I have a future.,"['oaegzu', '7kh9ua', 'f7hi5g']",3
post_cluster_1386,I painted my nails for the first time ever!,"['o8rg36', 'c9ns5c', 'd2zi4h']",3
post_cluster_1387,I got a woman’s phone number!,"['o8qn9w', '5w7uv6', 'czfnpt']",3
post_cluster_1388,i bought a suit!,"['o79h90', 'e0u2em', 'besw09']",3
post_cluster_1389,Goodbyes really fucking suck.,"['o5ciqd', '9mbsbr', 'djy4vo']",3
post_cluster_1390,A lot has changed.,"['o43qlc', 'fl5gae', 'b2tij4']",3
post_cluster_1391,Tell me about your experience in College!,"['o1o005', '6lis62', '5ngig6']",3
post_cluster_1392,Feel like giving up,"['nxsqdf', 'dt8cij', '84sexn']",3
post_cluster_1393,Can’t wait to move out,"['nwtic5', 'd44x3l', 'hit:8599_conv:17199_uttr:1']",3
post_cluster_1394,I wish I could draw,"['nwknr7', 'bht6mq', 'adrlbv']",3
post_cluster_1395,Started a new job.,"['nv40t2', '8be7b1', 'cj7ync']",3
post_cluster_1396,I need some new things to do this summer!,"['nsbl57', '6hvehf', 'bkafxi']",3
post_cluster_1397,I feel like I’m drowning,"['nrmxqs', '778jwu', 'dpkkh5']",3
post_cluster_1398,I feel consumed by loneliness everyday,"['nqejzx', '8iu2rj', '74uqeb']",3
post_cluster_1399,I need help with a college assignment,"['npvlmh', '5uks8p', 'jgnwke']",3
post_cluster_1400,Thinking about asking my boss for a raise.,"['nlnyq6', 'hit:4771_conv:9542_uttr:1', 'e8l766']",3
post_cluster_1401,I’m so Grateful for My Mom Today,"['nl66xe', 'g9ji0z', 'hit:9226_conv:18452_uttr:1']",3
post_cluster_1402,I fucking love Pink Floyd.,"['nky9zx', 'arpq4a', '6pc8aw']",3
