id,summarized,text,length
hit:4595_conv:9191_uttr:2,0,Was it good>,4
hit:4598_conv:9197_uttr:2,0,That is gross,3
hit:4599_conv:9198_uttr:2,0,That sounds scary,3
hit:4600_conv:9200_uttr:2,0,"I am sorrry, was he okay?",8
hit:4601_conv:9202_uttr:2,1,That is terrible.,4
hit:4601_conv:9203_uttr:2,0,"Sometimes that happens, maybe you lost focus during?",10
hit:4602_conv:9204_uttr:2,0,Did that make you proud,5
hit:4602_conv:9205_uttr:2,0,why did you lie to her?,7
hit:4603_conv:9206_uttr:2,1,You should look totally different?,6
hit:4603_conv:9207_uttr:2,1,That does not sound good.,6
hit:4605_conv:9210_uttr:2,1,Is everything alright?,4
hit:4605_conv:9211_uttr:2,1,You must be really anticipating that move!,8
hit:4606_conv:9212_uttr:2,0,Really?,2
hit:4607_conv:9214_uttr:2,1,Did she notice?,4
hit:4608_conv:9216_uttr:2,0,Really?,2
hit:4609_conv:9218_uttr:2,0,Did you end up having nightmares?,7
hit:4609_conv:9219_uttr:2,1,"Oh my, that must have been terrifying.",9
hit:4610_conv:9220_uttr:2,0,"Wow, hope you had a blast and great time!",11
hit:4610_conv:9221_uttr:2,0,Where are you going,4
hit:4613_conv:9227_uttr:2,1,I bet you worked hard.,6
hit:4616_conv:9232_uttr:2,1,That is nice.,4
hit:4616_conv:9233_uttr:2,0,That sounds horrible,3
hit:4617_conv:9235_uttr:2,1,really?,2
hit:4619_conv:9238_uttr:2,0,That sounds like a great time.,7
hit:4620_conv:9241_uttr:2,0,So you have to do the whole process with the passport over again??,15
hit:4621_conv:9243_uttr:2,0,That was nice of you,5
hit:4622_conv:9244_uttr:2,1,Is she better?,4
hit:4622_conv:9245_uttr:2,0,He is smart to be that rich,7
hit:4623_conv:9246_uttr:2,0,"thats awesome,a boy or girl?",9
hit:4624_conv:9249_uttr:2,0,What are you guys going to do,7
hit:4625_conv:9251_uttr:2,0,It is always good to have things prepared in advance so you can get them done quick and easy.,20
hit:4628_conv:9256_uttr:2,0,How did it go,4
hit:4628_conv:9257_uttr:2,0,Oh was it a nice house?,7
hit:4630_conv:9260_uttr:2,1,Congratulations!,2
hit:4631_conv:9263_uttr:2,0,Did he come to pick you up?,8
hit:4633_conv:9267_uttr:2,0,That sounds scary,3
hit:4634_conv:9268_uttr:2,1,Hahahaha funny though.,4
hit:4634_conv:9269_uttr:2,1,did someone scare you?,5
hit:4635_conv:9271_uttr:2,1,"did, you have any idea beforehand, or he just showed up with your idea.",17
hit:4636_conv:9272_uttr:2,0,Really?,2
hit:4637_conv:9275_uttr:2,0,Why were you late getting to work?,8
hit:4638_conv:9277_uttr:2,0,Sounds like she did well,5
hit:4639_conv:9278_uttr:2,0,What kind of surgery,4
hit:4640_conv:9281_uttr:2,0,They say for the prepared there is no such things as a surprise test.,15
hit:4641_conv:9283_uttr:2,1,Most don't seem to get along.,8
hit:4642_conv:9285_uttr:2,1,Where are you going kayaking?,6
hit:4643_conv:9286_uttr:2,0,That was nice of her ha,6
hit:4644_conv:9288_uttr:2,1,Was there much damage?,5
hit:4645_conv:9290_uttr:2,1,Nice!,2
hit:4645_conv:9291_uttr:2,0,"Congratulations, thats awesome",5
hit:4646_conv:9292_uttr:2,0,What did you do,4
hit:4648_conv:9297_uttr:2,1,Did you get the grades yet?,7
hit:4650_conv:9301_uttr:2,1,What makes you want to join?,7
hit:4652_conv:9305_uttr:2,1,I hope you told the manager and got a refund.,11
hit:4653_conv:9307_uttr:2,0,Did you call the cops on them?,8
hit:4654_conv:9309_uttr:2,1,I'm sure as time goes on it will become less and less.,14
hit:4655_conv:9311_uttr:2,0,"I hate to hear that, did you have many memories of playing in those woods?",17
hit:4657_conv:9315_uttr:2,1,I love horse back riding.,6
hit:4658_conv:9316_uttr:2,0,"That's sad, did they say why?",9
hit:4658_conv:9317_uttr:2,0,"Oh, It's excellent.",6
hit:4659_conv:9319_uttr:2,0,What show is it?,5
hit:4660_conv:9320_uttr:2,1,Is everything ok?,4
hit:4661_conv:9322_uttr:2,0,Thats the worst when you do something for someone and they dont even appear to care!,19
hit:4661_conv:9323_uttr:2,0,"That's really cool, do you still keep in contact with them?",14
hit:4665_conv:9330_uttr:2,0,Oh no.. why would they do that,8
hit:4666_conv:9333_uttr:2,1,extra money is always welcome right!,7
hit:4670_conv:9340_uttr:2,0,What happened to it?,5
hit:4670_conv:9341_uttr:2,0,How old are you now?,6
hit:4673_conv:9346_uttr:2,1,Feels nice having school supplies squared away in advance.,10
hit:4676_conv:9353_uttr:2,1,:) lol Any special tradition?,6
hit:4682_conv:9364_uttr:2,0,Is it something that you can go back and have added on?,13
hit:4686_conv:9373_uttr:2,1,That sounds exciting!,4
hit:4687_conv:9374_uttr:2,0,What kind is it?,5
hit:4687_conv:9375_uttr:2,0,"Well, now you'll have some good television to watch.",12
hit:4688_conv:9376_uttr:2,0,"Ugh, I would have been so annoyed.",9
hit:4689_conv:9379_uttr:2,1,I hope it wasn't a super important secret at least.,12
hit:4691_conv:9383_uttr:2,0,For what?,3
hit:4696_conv:9392_uttr:2,0,That sounds like it can be exhausting,7
hit:4697_conv:9394_uttr:2,0,Is there any good reason for that ie; he has really low self esteem?,16
hit:4697_conv:9395_uttr:2,1,beautiful!,2
hit:4698_conv:9396_uttr:2,1,What are you into watching right now?,8
hit:4699_conv:9399_uttr:2,0,Where they too loud?,5
hit:4700_conv:9401_uttr:2,1,That sounds like a lot of fun!,8
hit:4703_conv:9406_uttr:2,1,I loved collecting the cards.,6
hit:4703_conv:9407_uttr:2,0,Did you let her?,5
hit:4704_conv:9408_uttr:2,0,Are they older or younger?,6
hit:4704_conv:9409_uttr:2,0,What did you say to them?,7
hit:4705_conv:9411_uttr:2,0,i know how that feels,5
hit:4706_conv:9412_uttr:2,1,It removes your sense of security and change can always bring out fear.,14
hit:4707_conv:9415_uttr:2,0,"Well, water's water, so it should work out ok.",13
hit:4708_conv:9416_uttr:2,0,I haven't been to a fair in so long.,11
hit:4709_conv:9419_uttr:2,1,Sounds pretty rude to me.,6
hit:4710_conv:9420_uttr:2,0,What did you call for?,6
hit:4711_conv:9423_uttr:2,0,Are you sure you didn't get an offer but they are running behind?,15
hit:4712_conv:9425_uttr:2,1,"Ouch, that could be bad.",7
hit:4714_conv:9428_uttr:2,0,do you guys still work there ?,7
hit:4714_conv:9429_uttr:2,1,I bet they love you,5
hit:4715_conv:9430_uttr:2,1,That always helps me clear my mind.,8
hit:4716_conv:9432_uttr:2,1,"I've struggled with trying to be more social, I think it makes life more fun.",18
hit:4718_conv:9436_uttr:2,0,That can be dangerous.,5
hit:4719_conv:9438_uttr:2,1,That is awesome.,4
hit:4719_conv:9439_uttr:2,0,For a party?,4
hit:4721_conv:9443_uttr:2,0,How is that feeling today?,6
hit:4722_conv:9444_uttr:2,0,time heals all pain,4
hit:4722_conv:9445_uttr:2,0,"I get that, he was a very funny fellow, sad story",13
hit:4724_conv:9448_uttr:2,1,Some woman aren't loyal,5
hit:4729_conv:9458_uttr:2,0,Big plans?,3
hit:4729_conv:9459_uttr:2,0,I bet you were very nervous that day.,9
hit:4730_conv:9461_uttr:2,0,That is so true!,5
hit:4731_conv:9462_uttr:2,0,What kind of sofa is it?,7
hit:4734_conv:9468_uttr:2,0,Did she not study enough?,6
hit:4736_conv:9472_uttr:2,1,Do you always try specific diets or do you sometimes just try to eat less?,16
hit:4737_conv:9475_uttr:2,0,Thats great for them!,6
hit:4739_conv:9478_uttr:2,1,I hate when friends move away.,7
hit:4742_conv:9484_uttr:2,1,The only time i get out of the house is to go to the pool or get groceries lol,19
hit:4743_conv:9486_uttr:2,0,Is it more of verbal arguing or flat out physical fights?,12
hit:4744_conv:9489_uttr:2,1,Thats awesome!,4
hit:4746_conv:9493_uttr:2,1,Do you have a lot of good memories of high school?,12
hit:4747_conv:9494_uttr:2,0,"it happens to everyone , i stole too",8
hit:4748_conv:9496_uttr:2,1,It sounds important.,4
hit:4749_conv:9498_uttr:2,1,Oh man.,3
hit:4752_conv:9505_uttr:2,0,Anyplace near you where you can get a cup?,10
hit:4753_conv:9507_uttr:2,1,Nice.,2
hit:4754_conv:9509_uttr:2,1,That is awful!,4
hit:4756_conv:9512_uttr:2,1,You're definitely appreciated there,5
hit:4757_conv:9515_uttr:2,1,i almost threw up,4
hit:4758_conv:9517_uttr:2,0,How do you think the interview went?,8
hit:4759_conv:9518_uttr:2,0,What were some of your favorites?,7
hit:4759_conv:9519_uttr:2,0,like what kind,3
hit:4760_conv:9521_uttr:2,1,Have you been doing ok this year?,8
hit:4761_conv:9522_uttr:2,1,Aw man.,3
hit:4764_conv:9529_uttr:2,1,Im sorry!,4
hit:4768_conv:9536_uttr:2,0,COuld you explain why?,5
hit:4768_conv:9537_uttr:2,0,Do you miss your grandmother?,6
hit:4769_conv:9538_uttr:2,0,Any luck yet on that?,6
hit:4770_conv:9541_uttr:2,1,Is it fixable or totally destroyed?,7
hit:4771_conv:9543_uttr:2,1,"Oh nice, I'm sure that is quite a relief.",12
hit:4772_conv:9544_uttr:2,1,Have you been bowling for a long time?,9
hit:4772_conv:9545_uttr:2,1,Congrats!,2
hit:4773_conv:9546_uttr:2,0,Maybe is time for vacations?,6
hit:4774_conv:9548_uttr:2,1,That's embarassing.,4
hit:4780_conv:9560_uttr:2,0,How long has he been playing?,7
hit:4781_conv:9562_uttr:2,1,I'm really sorry to hear that.,8
hit:4782_conv:9564_uttr:2,1,That's good to hear.,6
hit:4782_conv:9565_uttr:2,0,"Oh no, did you ask the restaurant if they have video?",13
hit:4783_conv:9566_uttr:2,1,That was rude.,4
hit:4784_conv:9569_uttr:2,0,"Wow, that's pretty early!",7
hit:4785_conv:9570_uttr:2,1,streets of rage was my favorite game,7
hit:4786_conv:9572_uttr:2,1,There's a lot of things I wish I could go back to for a while.,17
hit:4787_conv:9575_uttr:2,1,Really?,2
hit:4788_conv:9576_uttr:2,0,"Uau, that was a close call indeed.",9
hit:4792_conv:9584_uttr:2,1,That sounds really annoying.,5
hit:4793_conv:9586_uttr:2,1,Did you feel better after that?,7
hit:4793_conv:9587_uttr:2,0,"Oh really, good for you!",7
hit:4798_conv:9597_uttr:2,1,"If you can't trust family, then who can you trust?",13
hit:4800_conv:9600_uttr:2,1,Don't worry too much!,6
hit:4801_conv:9602_uttr:2,1,Ugh that is so annoying.,6
hit:4803_conv:9607_uttr:2,0,Will they be improving by alot?,7
hit:4804_conv:9608_uttr:2,0,"Oh jeez, did you ask him why he did that?",12
hit:4804_conv:9609_uttr:2,1,Whoa!,2
hit:4806_conv:9612_uttr:2,1,Nice!,2
hit:4806_conv:9613_uttr:2,0,Did you feed it lately?,6
hit:4808_conv:9617_uttr:2,1,Losing a pet is a hard thing.,8
hit:4810_conv:9620_uttr:2,0,"That sucks, did you mess up on some job activities?",12
hit:4810_conv:9621_uttr:2,0,Did you eat something?,5
hit:4811_conv:9622_uttr:2,1,I bet you are super excited for it.,9
hit:4811_conv:9623_uttr:2,1,I pray he gets well soon.,7
hit:4815_conv:9631_uttr:2,1,Thats a bummer!,5
hit:4816_conv:9632_uttr:2,1,I always hate when unexpected things come up.,9
hit:4816_conv:9633_uttr:2,0,They always give a 4 hour window and either show up late or not at all,16
hit:4818_conv:9636_uttr:2,1,Were you able to get another job since?,9
hit:4818_conv:9637_uttr:2,0,Maybe find another adult with a kid for a play date,11
hit:4819_conv:9638_uttr:2,1,A new school year can be a pretty exciting thing.,11
hit:4820_conv:9641_uttr:2,0,Time to get the spray out.,7
hit:4822_conv:9644_uttr:2,1,oh how cool!,4
hit:4823_conv:9647_uttr:2,1,lol that's terrible.,5
hit:4824_conv:9649_uttr:2,1,Sounds fun.,3
hit:4825_conv:9650_uttr:2,1,Did the storage had insurance?,6
hit:4827_conv:9655_uttr:2,1,Was anyone badly injured?,5
hit:4828_conv:9657_uttr:2,1,Sorry to hear about your mother.,7
hit:4829_conv:9658_uttr:2,0,"Wow, I bet that was a blast from the past.",12
hit:4830_conv:9660_uttr:2,0,Why?,2
hit:4831_conv:9662_uttr:2,0,Do you think that we are going to have another 2008 all over again?,15
hit:4831_conv:9663_uttr:2,0,What kind of endeavor are you reffering to?,9
hit:4833_conv:9666_uttr:2,1,Sounds like a good time.,6
hit:4834_conv:9669_uttr:2,1,I only see coins haha!,6
hit:4835_conv:9670_uttr:2,1,Fly fishing?,3
hit:4837_conv:9674_uttr:2,1,I'm glad you are safe.,7
hit:4838_conv:9676_uttr:2,1,Such incidents mostly happen due to drivers being careless like texting while driving.,14
hit:4838_conv:9677_uttr:2,1,I think its annoying when people act like that about anything.,12
hit:4839_conv:9678_uttr:2,0,Did you end up getting one?,7
hit:4840_conv:9680_uttr:2,0,"Oh my, what is the matter?",8
hit:4841_conv:9682_uttr:2,1,A fun secret or one of those sadder ones?,10
hit:4842_conv:9684_uttr:2,1,Reasearching papers can be tiresome.,6
hit:4845_conv:9691_uttr:2,1,How long do you have to wait to take it again?,12
hit:4848_conv:9696_uttr:2,1,I love vacation time.,5
hit:4851_conv:9702_uttr:2,1,That great news.,4
hit:4855_conv:9710_uttr:2,0,Are you planning to keep it?,7
hit:4857_conv:9715_uttr:2,0,Have you tried seeking expert help?,7
hit:4860_conv:9720_uttr:2,0,"dont be nervous, your instructors will not put you in danger",13
hit:4861_conv:9723_uttr:2,1,Oh that sounds like a good deal!,8
hit:4862_conv:9725_uttr:2,1,Oh yeah?,3
hit:4863_conv:9727_uttr:2,1,Well cool!,3
hit:4868_conv:9736_uttr:2,1,Nice!,2
hit:4869_conv:9739_uttr:2,1,I did the same with my mother all the time when I was in my early teens.,18
hit:4870_conv:9741_uttr:2,0,What happened?,3
hit:4874_conv:9749_uttr:2,1,What happened?,3
hit:4876_conv:9752_uttr:2,0,What made you feel strange?,6
hit:4879_conv:9759_uttr:2,1,Life is much more rough as an adult than I thought it would be as a kid.,18
hit:4883_conv:9766_uttr:2,1,sounds super gross!,4
hit:4883_conv:9767_uttr:2,0,Where do you like to get your purses?,9
hit:4885_conv:9771_uttr:2,1,That sounds like a lot of fun!,8
hit:4886_conv:9772_uttr:2,0,How far away is she ?,6
hit:4888_conv:9777_uttr:2,1,I hate when something liek that happens.,8
hit:4889_conv:9778_uttr:2,1,Oh my gosh.,4
hit:4891_conv:9783_uttr:2,1,That's good news.,5
hit:4893_conv:9786_uttr:2,1,NOOOO!,2
hit:4894_conv:9788_uttr:2,1,"Oh, really?",4
hit:4894_conv:9789_uttr:2,1,Oh my that's a big problem.,8
hit:4895_conv:9791_uttr:2,0,Thats awesome news congrats!,6
hit:4897_conv:9794_uttr:2,0,"Okay, but probably not a good idea in the long run.",13
hit:4897_conv:9795_uttr:2,1,Sounds like a fun time!,6
hit:4898_conv:9796_uttr:2,0,I would be so excited!,6
hit:4899_conv:9799_uttr:2,1,That's unbelievable!,4
hit:4900_conv:9800_uttr:2,1,That was smart to get a used one.,9
hit:4901_conv:9803_uttr:2,1,"I never win anything, go you!",8
hit:4902_conv:9804_uttr:2,1,Maybe you can find a new hobby for the weekends.,11
hit:4902_conv:9805_uttr:2,1,Im so sorry to hear that.,8
hit:4903_conv:9806_uttr:2,1,They must be so happy and relieved also to not have to pay!,14
hit:4905_conv:9811_uttr:2,1,Strange place for something to surprise you.,8
hit:4909_conv:9819_uttr:2,1,Did you have a good time?,7
hit:4911_conv:9822_uttr:2,1,"Wow, that sounds really fun!",7
hit:4916_conv:9832_uttr:2,1,Was anyone hurt?,4
hit:4917_conv:9835_uttr:2,1,I'm sorry to hear you are going through a rough patch.,13
hit:4919_conv:9838_uttr:2,1,Have you already filed for unemployment?,7
hit:4920_conv:9841_uttr:2,0,"Oh no, is your cat okay?",8
hit:4922_conv:9844_uttr:2,1,Eew!,2
hit:4923_conv:9846_uttr:2,0,What is that?,4
hit:4923_conv:9847_uttr:2,0,Did you ask her to kindly stop?,8
hit:4925_conv:9850_uttr:2,1,Oh cool!,3
hit:4925_conv:9851_uttr:2,1,As long as at gets you where you need to go.,12
hit:4926_conv:9852_uttr:2,0,lol that is impressive,4
hit:4927_conv:9854_uttr:2,0,did you retaliate?,4
hit:4928_conv:9857_uttr:2,1,Oh wow!,3
hit:4929_conv:9858_uttr:2,1,Bet you're tired.,5
hit:4930_conv:9861_uttr:2,1,That sounds like a lot of fun!,8
hit:4931_conv:9863_uttr:2,1,Were you terrified or just curious?,7
hit:4933_conv:9867_uttr:2,1,"That's awesome, animals are the best!",9
hit:4938_conv:9877_uttr:2,1,"It's bad enough moving, but you don't need your furniture falling apart on you.",18
hit:4939_conv:9878_uttr:2,0,were you scared?,4
hit:4941_conv:9882_uttr:2,1,"ohh, gosh.",4
hit:4943_conv:9887_uttr:2,1,That sounds very exciting.,5
hit:4944_conv:9888_uttr:2,1,That sounds fun.,4
hit:4948_conv:9897_uttr:2,1,What a nice parent!,5
hit:4949_conv:9899_uttr:2,1,What kind of t,4
hit:4951_conv:9902_uttr:2,1,thats awesome!,4
hit:4952_conv:9905_uttr:2,1,That sounds like a lot of fun.,8
hit:4953_conv:9906_uttr:2,1,ohh that's bad.,5
hit:4953_conv:9907_uttr:2,0,"Oh my, what happened to cause this?",9
hit:4954_conv:9908_uttr:2,0,Omg congrats :D,3
hit:4955_conv:9910_uttr:2,0,"that terrifying, i am scared to death of hurricanes",10
hit:4955_conv:9911_uttr:2,1,I am sure they benefited from your coaching even if they didn't win in the playoffs.,18
hit:4957_conv:9915_uttr:2,0,"That is good, what do you find good about the economy?",13
hit:4959_conv:9918_uttr:2,1,I hope they really like each other.,8
hit:4959_conv:9919_uttr:2,1,Ohh!,2
hit:4961_conv:9922_uttr:2,1,I agree with you,4
hit:4963_conv:9926_uttr:2,0,"Well, he is probably lying.",7
hit:4971_conv:9943_uttr:2,0,"thats a horrible feeling, especially something sentimental",9
hit:4972_conv:9944_uttr:2,0,"lol thats tough to deal with, have you asked if she has any friends?",17
hit:4973_conv:9946_uttr:2,0,"that is rude of them, they should at least wave a thank you or something",16
hit:4974_conv:9949_uttr:2,1,Was he famous?,4
hit:4978_conv:9956_uttr:2,0,"Congratulations, always nice to have a new addition to the family!",13
hit:4978_conv:9957_uttr:2,0,"a great family makes all the difference, and can get you through anything",14
hit:4979_conv:9959_uttr:2,0,You must be the luckiest girl on earth,8
hit:4988_conv:9976_uttr:2,1,lol some free time!,5
hit:4988_conv:9977_uttr:2,1,Yes they are.,4
hit:4990_conv:9980_uttr:2,0,"That is crazy, does your boss not care?",10
hit:4991_conv:9982_uttr:2,1,I love winter and wearing sweaters and jeans.,9
hit:4993_conv:9986_uttr:2,0,"that is not good, did you manage to get it done somewhere eles?",15
hit:4994_conv:9988_uttr:2,1,Oh the new one comes out on Friday?,9
hit:4994_conv:9989_uttr:2,0,"great health and being well off is a blessing, i too am grateful for tha",16
hit:4995_conv:9991_uttr:2,1,"I can relate to that, the late night anxiety of the unknown.",14
hit:4997_conv:9994_uttr:2,1,That must of been awkward getting your socks dirty.,10
hit:4998_conv:9997_uttr:2,1,I wish I still enjoyed them as much as I did way back then.,15
hit:4999_conv:9998_uttr:2,1,Heck yeah!,3
hit:5000_conv:10000_uttr:2,0,"i understand that for sure, finishing a task is a great feeling",13
hit:5000_conv:10001_uttr:2,0,Yes I love them they deserve to win,8
hit:5001_conv:10003_uttr:2,0,"Congratulations, looks like you guys will be saving a lot of money from no more diapers.",18
hit:5004_conv:10008_uttr:2,1,what a good husband,4
hit:5005_conv:10010_uttr:2,0,"It must feel lonely, for sure, but maybe they cope with it in different ways.",18
hit:5007_conv:10015_uttr:2,0,I don't think I have ever remembered a single friends birthday until facebook was created.,17
hit:5010_conv:10020_uttr:2,1,I bet it brought back memories of your mom in the kitchen using it!,15
hit:5013_conv:10026_uttr:2,0,"always great to see people youve been away from, happy early birthday!",15
hit:5013_conv:10027_uttr:2,1,"And yeah, the rates are pretty high, hopefully you won't be in those areas.",18
hit:5015_conv:10031_uttr:2,0,What did you drink specifically?,6
hit:5018_conv:10037_uttr:2,1,How can you not be happy with a 6-pack?,10
hit:5019_conv:10039_uttr:2,1,Then to read about everything that makes the crime rate is overwhelmingly scary.,14
hit:5020_conv:10041_uttr:2,1,my heart was racing and then boom out pops my cat.,12
hit:5021_conv:10042_uttr:2,0,What was the subject?,5
hit:5022_conv:10045_uttr:2,0,That is good that you have something to protect yourself with,11
hit:5023_conv:10047_uttr:2,1,Sounds like he's a smart kid!,8
hit:5024_conv:10048_uttr:2,1,There is so much vitriol happening in society these days.,11
hit:5026_conv:10053_uttr:2,0,i grew up with hurricanes and those are terrifying i can imagine tornados,13
hit:5027_conv:10055_uttr:2,1,I never liked those either.,6
hit:5029_conv:10059_uttr:2,0,"That's always scary, the plane starts shaking and you immediately think ""We're going down!""",20
hit:5032_conv:10065_uttr:2,0,"Oh no, I'm so sorry to hear about this, may his soul rest in peace",18
hit:5034_conv:10068_uttr:2,0,oh no. is everything ok?,7
hit:5034_conv:10069_uttr:2,1,Sounds like a productive evening!,6
hit:5036_conv:10072_uttr:2,0,Why do you say that?,6
hit:5038_conv:10076_uttr:2,1,That takes a lot of guts!,7
hit:5038_conv:10077_uttr:2,0,Does it make you feel good to at least think about those times though?,15
hit:5039_conv:10079_uttr:2,1,That is always a wonderful feeling to be prepared and ready to go.,14
hit:5041_conv:10082_uttr:2,0,Did you have to take a test?,8
hit:5041_conv:10083_uttr:2,0,Why did that happen,4
hit:5043_conv:10086_uttr:2,0,Do you feel like that helps or hinders your personal life?,12
hit:5045_conv:10090_uttr:2,0,Why's that?,4
hit:5046_conv:10092_uttr:2,0,That is very sad,4
hit:5046_conv:10093_uttr:2,1,Get ready to wait for a long time.,9
hit:5048_conv:10097_uttr:2,1,"Oh no, I think I know where this is going.",12
hit:5049_conv:10098_uttr:2,0,How have they changed the most?,7
hit:5050_conv:10100_uttr:2,0,Did you end up washing dishes.,7
hit:5050_conv:10101_uttr:2,0,a what?,3
hit:5052_conv:10104_uttr:2,1,Dont be nervous though.,6
hit:5053_conv:10107_uttr:2,0,Were you worried at all about the cost of raising them?,12
hit:5055_conv:10110_uttr:2,0,college?,2
hit:5055_conv:10111_uttr:2,0,Big plans?,3
hit:5057_conv:10114_uttr:2,1,Makes me kind of miss the old days when people had a real sense of community.,17
hit:5059_conv:10119_uttr:2,0,how come?,3
hit:5060_conv:10121_uttr:2,1,Wow that's great!,5
hit:5062_conv:10125_uttr:2,1,Is it a small dog or large?,8
hit:5063_conv:10126_uttr:2,0,"Why, what is happening on Monday?",8
hit:5064_conv:10128_uttr:2,0,"That's a bummer, at least it didn't go out in the beginning of summer, I guess.",21
hit:5065_conv:10130_uttr:2,0,was there a reason why?,6
hit:5066_conv:10132_uttr:2,1,Oh no that's horrible.,6
hit:5066_conv:10133_uttr:2,0,You should find the local cafe or something,8
hit:5067_conv:10134_uttr:2,1,i used to get screwballs with my sister.,9
hit:5067_conv:10135_uttr:2,0,I hate when that happens,5
hit:5068_conv:10137_uttr:2,0,"ah, bummer",3
hit:5069_conv:10138_uttr:2,0,I am sure you will do just fine!,9
hit:5069_conv:10139_uttr:2,1,"Is it still working alright, or under warranty?",10
hit:5071_conv:10143_uttr:2,1,Everything is right at your doorsteps.,7
hit:5074_conv:10148_uttr:2,0,What is it for?,5
hit:5075_conv:10150_uttr:2,0,where is he going and for how long?,9
hit:5076_conv:10153_uttr:2,1,When did you take the test?,7
hit:5078_conv:10156_uttr:2,0,I hate when that happens,5
hit:5078_conv:10157_uttr:2,1,Really?,2
hit:5079_conv:10158_uttr:2,0,What is happening this weekend?,6
hit:5080_conv:10160_uttr:2,1,Congrats on the new love.,6
hit:5080_conv:10161_uttr:2,0,"That's great, I hope he enjoy his/her stay",12
hit:5083_conv:10167_uttr:2,0,I believe in that too.,6
hit:5084_conv:10168_uttr:2,0,Christmas?,2
hit:5086_conv:10172_uttr:2,0,i hope it turns out well for you,8
hit:5088_conv:10176_uttr:2,1,I think the right amount of spanking is OK.,10
hit:5090_conv:10181_uttr:2,0,They might've taken out a loan they can't afford.,12
hit:5091_conv:10183_uttr:2,1,Drink?,2
hit:5092_conv:10184_uttr:2,1,Oh that sounds awful.,5
hit:5093_conv:10186_uttr:2,1,"Yes, I'm sure it makes you anxious.",10
hit:5094_conv:10188_uttr:2,0,"Cheer up buddy, it's all in the mind",10
hit:5097_conv:10194_uttr:2,0,"That's terrible, I'm sorry to hear that.",11
hit:5097_conv:10195_uttr:2,0,"I love shrimp nachos, but any nachos are good really",11
hit:5098_conv:10196_uttr:2,1,"Wow, that's really extreme.",7
hit:5098_conv:10197_uttr:2,1,I won free ice cream for a year from my local creamery!,13
hit:5099_conv:10199_uttr:2,1,"I actually attempted a diet about a month ago, and it was miserable.",15
hit:5100_conv:10200_uttr:2,0,Did you roll down your window and yell at him?,11
hit:5101_conv:10202_uttr:2,1,Oh really?,3
hit:5103_conv:10206_uttr:2,0,was he hurt?,4
hit:5104_conv:10208_uttr:2,0,How come?,3
hit:5104_conv:10209_uttr:2,1,That sounds delicious!,4
hit:5105_conv:10210_uttr:2,0,What is the name of your band?,8
hit:5105_conv:10211_uttr:2,0,Where'd they go?,5
hit:5106_conv:10212_uttr:2,0,What kind of shoes?,5
hit:5106_conv:10213_uttr:2,1,I love the beach.,5
hit:5107_conv:10215_uttr:2,0,"I am sorry, that is terrible",7
hit:5108_conv:10216_uttr:2,1,what age group,3
hit:5108_conv:10217_uttr:2,1,That would be great.,5
hit:5109_conv:10218_uttr:2,0,"That is nice, the ones I use play the same songs over and over!",16
hit:5109_conv:10219_uttr:2,1,Were you able to recover?,6
hit:5111_conv:10223_uttr:2,1,oh wow!,3
hit:5114_conv:10228_uttr:2,0,Why do you do that,5
hit:5114_conv:10229_uttr:2,0,I know that feeling,4
hit:5115_conv:10230_uttr:2,1,awesome!,2
hit:5115_conv:10231_uttr:2,0,"I am so sorry to hear about your dog, did you rescue her?",15
hit:5116_conv:10233_uttr:2,0,Did you call an animal shelter?,7
hit:5117_conv:10234_uttr:2,1,Did every one hear?,5
hit:5119_conv:10239_uttr:2,1,Is this your first child?,6
hit:5120_conv:10241_uttr:2,0,"That's never a fun situation, I always bring someone.",12
hit:5123_conv:10246_uttr:2,0,I love Christmas,3
hit:5123_conv:10247_uttr:2,0,I know what you mean because I do it too,10
hit:5125_conv:10250_uttr:2,1,That sounds fun!,4
hit:5126_conv:10252_uttr:2,1,That was very nice of her.,7
hit:5126_conv:10253_uttr:2,1,"Yeah, they're sometimes hard starts to the week.",11
hit:5128_conv:10256_uttr:2,1,I don't like bad weather either.,8
hit:5131_conv:10262_uttr:2,1,aww.,2
hit:5131_conv:10263_uttr:2,1,"Where they're probably friendly, but because they're so big, you have no idea what could or would happen, so you get so defensive..",29
hit:5132_conv:10264_uttr:2,1,I'm sorry to hear that.,7
hit:5132_conv:10265_uttr:2,1,That would be scary yet wonderful!,7
hit:5134_conv:10269_uttr:2,0,What kind of job is it?,7
hit:5135_conv:10271_uttr:2,1,Sometimes you just need to relax!,7
hit:5136_conv:10273_uttr:2,1,Are you going to celebrate?,6
hit:5137_conv:10274_uttr:2,0,What kind of game is that,6
hit:5137_conv:10275_uttr:2,0,And what was the verdict?,6
hit:5138_conv:10276_uttr:2,1,Hopefully you got a chance to play outside?!,10
hit:5139_conv:10279_uttr:2,1,Why did it irk you?,6
hit:5140_conv:10280_uttr:2,0,Did you not pass?,5
hit:5142_conv:10284_uttr:2,0,"that was really nice of them , they are good co workers",12
hit:5143_conv:10286_uttr:2,1,That sounds exciting!,4
hit:5143_conv:10287_uttr:2,0,What school are you applying to?,7
hit:5144_conv:10288_uttr:2,1,That's pretty cool.,5
hit:5146_conv:10292_uttr:2,1,That really stinks.,4
hit:5147_conv:10294_uttr:2,0,Why do you say that,5
