id,summarized,text,root,length
g09gp7,1,Anyone else getting desperate for snacks?,get,7
g08taw,0,"I feel like arguing, or debating I guess.",feel,10
g08qmz,0,Let's talk creative stuff.,let,6
g08pnp,0,What’s been cheering you up lately?,cheer,8
g08dz1,1,What habits have you guys changed to save money?,change,10
g07v5l,0,why they don't feel happy ?,feel,7
g07hy1,0,Anyone else dislike Allie in The Notebook?,dislike,8
g078xg,0,I don't care about my birthday whatsoever,care,8
g06xu8,1,Stay safe everyone!,stay,4
g06w0x,1,I want to go to some meetups.,want,8
g06fun,1,Nothing feels better than having my hands in soil.,feel,10
g06au8,0,What do I want for my birthday?,want,8
g060gd,0,What’s your favorite song?,’,6
g05pgg,0,I just changed my sheets,change,5
g05kk5,0,I've finally submitted my dissertation!,submit,7
g05doq,0,Helping my partner make friends,make,5
g04oq0,1,Did it go well or okayish?,go,7
g04lpx,0,Thinking about saying fuck everything and travelling the world.,think,10
g047l5,0,Go that extra mile,go,4
g03spf,0,My husband and I rescued a dog!,rescue,8
g03hya,0,I’m sick of all my music,be,7
g032nh,0,Anyone else been having really weird dreams lately?,have,9
g02nhu,0,help me game a capricorn guy pls <3,help,8
g01phm,0,They should make a “smart phone for kids”,make,10
g00nqs,0,I’m going insane during this quarantine...,go,8
fzzvvb,1,I just graduted high school,gradute,5
fzzcvk,0,My dog just farted and scared herself...,fart,8
fzz0d9,1,Sometimes even talking to people.,talk,6
fzyo7l,0,I like putting my spotify on shuffle,like,7
fzy7g3,0,I'm finally putting away my winter boots,put,8
fzqaqy,0,Is anyone elses sleep schedule like a magnet?,else,9
fzprnl,0,I just cut my own bangs!,cut,7
fzplgb,1,Can anyone explain Lord of The Ring to me?,explain,10
fzp751,0,I've officially lost 35 pounds!!,lose,8
fzo5zn,1,I don't mind sharing,mind,5
fznthz,1,Help?,help,2
fznbek,0,I’m happy,be,3
fzmv6q,0,Sometimes I wish I was born a decade earlier.,wish,10
fzmm6d,1,How’s everyone’s quarantine going?,go,7
fzml6q,0,A woman threw herself off building to runaway from kidnappers,throw,10
fzlydz,0,Meeting the girlfriends parents tonight,meet,5
fzlq6r,0,Anybody else like to dance?,like,6
fzlfo3,1,What song plays when you enter the room?,play,9
fzlab9,1,What do you guys think?,think,6
fzl6vu,0,Can you imagine a world without The Beatles?,imagine,9
fzjl6y,0,I have found the most fun way to do situps,find,10
fzj37e,0,"Ok, so hear me out on this",hear,8
fzj33w,0,I’m actually really liking being on lockdown,like,8
fzhspx,0,I miss people,miss,3
fzh18v,0,"My ""best friend"" said something really sweet.",say,10
fzgwto,0,So you accidentally end up with a pink toothbrush,end,9
fzdy6w,0,What signalled the end of your childhood?,signal,8
fzdo19,0,Is anyone else feeling less hungry during the quarantine?,feel,10
fza683,0,Stuck in quarantine in hotel room...,stick,7
fz9tps,0,God damn what happened to Ben10 ?,happen,7
fz935c,0,Anybody else kinda enjoying lockdown?,enjoy,6
fz92fz,0,Need help~art related,relate,5
fz8zn2,0,I USE TO BE TERRIFIED OF DOGS,use,7
fz8wfn,0,This lockdown is increasing my appreciation of humanity.,increase,9
fz8h7o,0,My dream ruined this day for me,ruin,7
fz8av5,0,Why does everyone hate me and discriminate me?,hate,9
fz82en,0,Do you think my school is weird for this?,think,10
fz7rfq,0,Anybody else crave recommendations from friends and family?,crave,9
fz7121,1,Sunlight just makes me feel empty inside.,make,8
fz6p8f,1,Let's talk!,let,4
fz6hqz,0,Does anyone else just love going into the woods?,go,10
fz5kq0,0,Does wanting my name spelled properly make me spoiled?,want,10
fz5kkz,0,My Sister's Cat Died Yesterday,die,6
fz56ft,0,Are we all hiding?,hide,5
fz543l,0,I’m getting a bird today!!,get,8
fz541c,0,I started writing yesterday after more than 2 years,start,9
fz4ezg,0,I think cultural appropriation is bullshit.,think,7
fz3te0,0,Do you ever regret the career that you chose?,regret,10
fz28xo,1,I love writing.,love,4
fz1kco,0,Lurker Feeling Restless,feel,3
fz0mc5,0,Keep me company while I drink this quarantine away,keep,9
fyzo7f,1,I think I need to learn to cry more.,think,10
fyzo6q,1,Let's play a game?,let,6
fyysxq,1,What delicious junk/comfort food are you bringing?,bring,10
fypj1q,1,I absolutely love Star Wars.,love,6
fypguh,0,How to turn off comment reply notifications,turn,7
fyoxlo,0,It’s my birthday,’,4
fyoc55,0,Today I held a cat for the first time,hold,9
fymud1,0,Wondering what I should do with my money,wonder,8
fyfume,1,Stay the fuck home Wash your damn hands.,stay,9
fyff3h,0,COVID put a wrench in all my plans.,put,9
fyfea8,0,I fixed an appliance for the first time,fix,8
fyf2kl,0,What have you learnt about yourself since quarantine?,learn,9
fyetcp,0,Anyone else ridiculously touch-starved?,starve,7
fyes1p,1,I love to collect old phones.,love,7
fydqnu,0,How will I ever sleep normally again?,sleep,8
fydig6,0,I just embarrassed myself on Imgur,embarrass,6
fycyfn,0,Lost in a world of Passions,lose,6
fycc1q,1,Does this happen to anyone else?,happen,7
fyc5x8,0,I'm slowly losing interest in everything.,lose,8
fybjlm,1,No one is having small talk or physical contact.,have,10
fyb63i,0,I just rewatched Avatar: The Last Airbender,rewatche,8
fyarmp,1,Stay healthy and stay safe from Covid-19.,stay,8
fyarkd,0,Haven’t smoked a 🚬 since NYE.,smoke,8
fy9eoe,1,I've hit the point where everything feels muffled.,hit,10
fy92jh,0,What made you laugh this week?,make,7
fy8khb,0,I made a bad dream,make,5
fy7yve,1,I feel like im missing out.,feel,8
fy7yri,1,One meows.,meow,3
fy7vi6,0,I Feel SEVERELY Underappreciated,feel,4
fy7s0c,0,One of the most intense events happened to me today,happen,10
fy7mew,0,Let’s have a convo in comment!,let,8
fy7i4u,0,I want to make it as an artist,want,8
fy7cvf,0,Not what I expected.,expect,5
fy71o7,0,I hate lights,hate,3
fy6ih2,0,I hooked up with my straight fraternity brother,hook,8
fy6468,1,currently im playing thw strangeman series and Wadonohara!,be,10
fy62zk,0,I’m not a funny person,be,6
fy5gqx,0,I tried cool ranch doritos for the first time,try,9
fy5c1f,0,I need somebody to talk to,need,6
fy5a3q,0,How can you stand this?,stand,6
fy593d,0,Joining the Ranks,join,3
fy4r93,0,My neighbor just gave me some handsanitizer a while ago,give,10
fy4ozo,0,I love you.,love,4
fy4j6z,0,Finally learned how to get through verbal abuse,learn,8
fy4f36,0,panicked because of rotten tooth,panic,5
fy4dzz,0,Make yourself a PB&J with a glass of milk,make,9
fy49x4,0,39yo Scottish cancer patient going through some stuff,go,8
fy3xgg,1,"Classic Kevin, as we always say",say,7
fy3kya,0,Putting eye drops in right after putting contacts in,put,9
fy3hsh,0,Me and my friend want to start making comics,want,9
fy3e5v,0,My gf made a sincerely funny google search,make,8
fy2qo0,0,Did anyone receive their CARES stimulus check yet?,receive,9
fy2mvc,0,Send me your important songs,send,5
fy1kra,0,I came to an end thanks to Corona,come,8
fy0zpd,1,Have you made any new friends?,make,7
fy0tlf,0,I unintentionally reinvented my coffee,reinvent,5
fy05ca,0,what do you guys think about picky eaters?,think,9
fxzsat,0,"I need to talk to someone, but who ?",need,10
fxz77z,1,I quit gaming.,quit,4
fxynxm,0,I love how the whole street started clapping!,love,9
fxym76,0,I’m revisiting my childhood,revisit,5
fxyh85,0,Learning Dutch by myself,learn,4
fxydrl,0,"Best place to post, these guys need help",need,9
fxwu1w,1,I feel like even the weather is going insane,feel,9
fxwst7,0,Does organized crime use any sort of customized software?,organize,10
fxu2tw,0,What made you happy today?,make,6
fxu24v,0,I like tuna,like,3
fxtt1z,1,please use your better judgment.,use,6
fxtq7g,1,So a whole lot of things suck right now.,suck,10
fxtly9,0,I was told that I'm chubbier now.,tell,9
fxtb1h,0,I remembered my cake day,remember,5
fxsdn6,0,I will not touch another cigarette,touch,6
fxrsik,0,Please stop being so judgmental of others.,stop,8
fxrkcb,0,I don't feel like doing anything,feel,7
fxrg98,0,Need some help stabilising my thoughts,need,6
fxr5qf,0,Why do Happy Cake Day sayers get downvoted?,downvote,9
fxqtr6,0,Tell me something interesting about yourself!,tell,7
fxqt3e,0,Tell me something interesting about you!,tell,7
fxpvog,0,It’s my birthday today,’,5
fxpkn6,1,I see one comment under that pic.,see,8
fxpgps,0,We want a cat!,want,5
fxp7u5,0,My sleep schedule got messed up real quick,mess,8
fxohar,0,I emailed my old psychiatrist,email,5
fxodxm,0,Pulled off a seemingly impossible project before deadline.,pull,9
fxodxf,0,Just submitted my last credit card payments,submit,7
fxo8kh,1,Does anyone else ever feel this way?,feel,8
fxo4t9,1,Minimize changing clothes.,minimize,4
fxo0ry,0,Trying to stay up cause my cat is sick,try,9
fxnyew,0,Some people just don't amount to anything,amount,8
fxnp8n,0,Why does this keep happening,keep,5
fxnhkv,0,How do you prepare yourself for parenthood?,prepare,8
fxn0jo,0,Picking up new hobbies?,pick,5
fxmy12,0,Going to be on my own for a while.,go,10
fxmq99,0,Just looking to chat,look,4
fxmjsx,1,Currently watching Ozark all snuggled up in bed.,watch,9
fxmi9m,0,Anyone wanna talk about the movie Inception?,talk,8
fxm6bd,0,Anyone else overthink small everyday conversations with strangers?,overthink,9
fxldnb,1,"Always seize the day, you never know..",know,9
fxko8b,0,I am going to find a therapist tomorrow,go,8
fxklqd,0,Don't mess with your moms!,mess,7
fxkkvt,0,So I turned 22 today,turn,5
fxkhkw,0,Is speaking multiple languages attractive to anyone else?,speak,9
fxk6e4,0,Please talk with me,talk,4
fxjzgq,1,I dont smell like an ashtray.,smell,8
fxj8o3,0,Can someone help me with an assignment?,help,8
fxj4ic,0,Do we “deserve” anything?,deserve,7
fxhtwp,0,I refuse to dance.,refuse,5
fxh26t,0,I don't know how to listen to music.,know,10
fxgjez,0,So I decided to learn Norwegian this week...,decide,9
fxgcbb,0,How do people work out in the mornings?,work,9
fxfnf1,0,I give up on humans,give,5
fxffys,0,"No Thanks, I quit",quit,5
fxfbw4,0,What defines a point in Life?,define,7
fxf51m,1,America was built up to be the best.,build,9
fxf3mm,0,A Cup Was Harmed In The Making of This Post,harm,10
fxebj7,0,Got a text message today,got,5
fxe6jf,0,We got respirators at work today,get,6
fxd788,0,Is looking up the answer cheating?,look,7
fxd5hv,0,I fear my birthday,fear,4
fxcno6,1,"You've been given powers, super powers!",give,9
fxcfum,0,Slowly started to reduce my digital footprint,start,7
fxbs7y,1,My mood keeps changing drastically.,keep,6
fxbg3h,1,"""Nobody wants to be alone.""",want,8
fxb6uc,0,Getting weirdly stressed from not taking advantage of this time,get,10
fxaze9,0,What do you guys miss doing the most?,miss,9
fxaywj,0,Sometimes I wish I were a dog.,wish,8
fxasj4,1,How is everyone spending quarantine?,spend,6
fxanqp,0,My father passed this morning from covid.,pass,8
fxakd9,0,In a world of superpowers what would you choose?,choose,10
fxaisa,1,What do you think?,think,5
fxa67g,0,What does consent mean in queer relationships,mean,7
fx8ro6,1,I just want to know the truth.,want,8
fx8blg,0,Hit A Wall,hit,3
fx7o8c,1,Stay safe and healthy,stay,4
fx7gef,0,Today I got a hate message for the first time,get,10
fx7ch4,1,I think I am a background friend.,think,8
fx6ti9,0,What vacation plans has Corona canceled for you?,cancel,9
fx6mx1,0,Something good coming out of this pandemic,come,7
fx6g41,0,I can't seem to find anything exiting anymore.,seem,10
fx6bm3,1,I think I am a background friend.,think,8
fx5zjw,0,I just ate a duck ton of garlic.,eat,9
fx5hfc,0,How do you guys cope with a break up?,cope,10
fx4s6y,0,Do you think home exercises are effective?,think,8
fx4jnp,1,Tell me something interesting,tell,4
fx4h6u,0,Today I'm going to get my habits straight,go,9
fx4es3,0,When do you stop wanting someone to talk to?,stop,10
fx3xkr,0,The Coronavirus has taught me to appreciate the present...,teach,10
fx3ee9,0,I Only Want You,want,4
fx32no,0,Found a book that smells like my Grandpa,find,8
fx2ui8,0,I fell in love with my Facebook friend.,fall,9
fx2eob,0,I completed my first book of the year today.,complete,10
fx1xze,0,i went on a walk this morning,go,7
fx1xg2,1,Stay home people.,stay,4
fx1ujz,0,What keeps me going,keep,4
fx1qe1,0,My sister and I love to bet on anything,love,9
fx0col,1,Im so glad I can sing.,be,8
fx05h6,0,I still want to pray.,want,6
fwzmut,0,I hate my birthday,hate,4
fwze2h,0,Today I noticed my snapchat reply opened in selfie mode,notice,10
fwze1y,0,I need help with something,need,5
fwz9mm,1,I feel alone.,feel,4
fwz4l8,0,Thank you Taiwan,thank,3
fwyups,1,I love other weird words too.,love,7
fwyujr,0,What piece of media are you currently obsessing over?,obsess,10
fwykeh,0,Even 10 years will not change your loved ones,change,9
fwyh5u,0,Just want to be appreciated,want,5
fwye01,0,I used to run a imaginary wrestling company.,use,9
fwy3cn,0,Tell me about something you love.,tell,7
fwxvwq,0,I can’t sleep and would like to chat,sleep,9
fwxtqg,0,I’m finally kinda happy.,be,6
fwxfdi,0,Just finished a home made cat toy!,finish,8
fwwjyo,0,Does anyone miss watching baseball?,miss,6
fww90n,0,Under what circumstances could Danny Phantom defeat Pennywise?,defeat,9
fww8kd,1,Im getting a lot done around the house.,be,10
fww7mt,1,Is anyone else getting more motivated?,get,7
fww037,0,Having relationship problems,have,3
fwvxt1,0,What have your days looked like during the pandemic?,look,10
fwvl2p,1,Stay safe ya'll!,stay,4
fwvkpj,0,I got another tamagotchi,get,4
fwv4wq,0,I have been bamboozled out of an undefeated record...,bamboozle,10
fwurmj,0,Have you ever considered random compliments weird?,consider,8
fwug99,0,Can't sleep and feeling lonely..,sleep,7
fwu3w6,0,Feeling lost in my career,feel,5
fwtoas,0,"Tonight I feel great, I feel in love.",feel,10
fwtm3k,0,Tried reconnecting with old friends/acquaintances,try,7
fwsjov,0,I want to talk about pain .,want,7
fwsh9d,0,got somewhat drunk for the first time!,get,8
fws9bw,1,People really talk badly to each other sometimes.,talk,9
fwrj4c,1,Feel free to ask me anything!,feel,7
fwr6m2,0,Working from home thoughts,work,4
fwr6lt,1,I love my Mom!,love,5
fwqd0b,0,I’ve started collecting records!,start,6
fwpp64,0,Using vegan alternatives as a non-vegan,use,8
fwpa7y,1,What made you smile today?,make,6
fwoytm,1,Do you think spirits are real?,think,7
fwoid9,0,Haven't seen my girlfriend in a couple weeks now,see,10
fwnsfv,0,Virus anxiety keeps me up at night,keep,7
fwnpsl,0,What did puberty forget about you?,forget,7
fwnm6j,1,I also really love discooooo!,love,6
fwmy72,0,"M’ladies, let me make you laugh",let,7
fwmv0s,1,I sat and had a few deep breaths.,sit,9
fwmqtv,0,"Guys, can I make you laugh",make,7
fwm3fs,0,What do you call a person like me?,call,9
fwlq12,0,How can i learn to say no?,learn,8
fwloc2,1,Wish me luck!,wish,4
fwl4a5,0,Today marks the 4th week since I stopped cigarettes,mark,9
fwkzsp,1,I hope whoever reading this is safe,hope,7
fwkm0z,0,The first step of my project is done!,do,9
fwk3kh,0,I like happy endings!,like,5
fwjrw5,1,You really think we'll meet so quickly?,think,9
fwjbxa,0,Definitely feeling even more lonely than normal..,feel,8
fwjaup,0,Share some songs with me,share,5
fwj616,0,Why am I doing this,do,5
fwirng,1,I just finished all my first year of university.,finish,10
fwintj,0,How can i start enjoying the little things again?,start,10
fwif2y,0,I have increased my productivity lately and it feels accomplishing,increase,10
fwi9fw,0,I lost one of my closest friend today...,lose,9
fwhvvq,0,I keep checking if my puppy is still breathing,keep,9
fwhv0g,1,I got up to make dinner.,get,7
fwhtm1,0,Night time makes me really sad.,make,7
fwgkqr,0,I like being nice to people on their cake day,like,10
fwgitd,0,I have always had a question,have,6
fwg3va,0,Daydreaming makes my life worth living,make,6
fwg1i7,0,I made my first youtube video!,make,7
fwfwwz,0,Could the handshake become extinct?,become,6
fwf7a0,0,How do celebrities stop this from happening to them?,stop,10
fwezjy,0,I don't care about my education,care,7
fwevon,1,"Depressing, but definitely worth the read!",depress,8
fwef1j,1,I recently cut all ties with all my friends.,cut,10
fwedum,0,Anyone else feel uneasy about the dark sometimes?,feel,9
fwe933,0,I finally cried...,cry,4
fwe6ke,0,humans are incredibly fucking draining and it’s upsetting,fuck,9
fwe1yq,0,Let's talk about cult classic movies,let,7
fwdtup,0,Just got my ACT score back,got,6
fwdmci,1,I feel like a horrible person.,feel,7
fwdgah,0,Did you ever study a STEM major in college?,study,10
fwdboh,1,That you know you need to do.,need,8
fwda8f,0,Shout out to everyone who has recorded something,shout,8
fwd7oj,0,I need friends,need,3
fwcnsa,0,Excuse me While I tend to how I feel...,excuse,10
fwcg0m,1,We said goodbye.,say,4
fwc7rb,0,Do you ever feel like everyone hates you?,feel,9
fwc7cv,0,"I love being single, except....",love,7
fwc0aa,0,chocolate glaze donuts,donut,3
fwbezp,0,How do you stay awake on your days off?,stay,10
fwanal,0,Did anyone watch Happy tree friends as a child?,watch,10
fwak0n,0,"So, I completed a Pokédex",complete,6
fwafpy,1,Easter is quickly approaching!,approach,5
fw9vee,1,I am following hygiene and social isolation.,follow,8
fw92mm,1,So heart breaking for me.,break,6
fw8xkk,0,I feel American.,feel,4
fw8ftr,0,Calling all Microwave popcorn lovers!!,call,7
fw7ydl,0,My bird kept making a funny sound,keep,7
fw7vch,0,I miss domestic life,miss,4
fw7pow,0,I think I've really lost my mind...,think,9
fw7jpt,0,Don’t know how to open up.,know,8
fw72o6,0,I’m thinking of becoming an actor,think,7
fw6ldd,0,Yell at me to get up,yell,6
fw6fxm,0,What game uses this song in the intro?,use,9
fw5cd6,1,"Can't talk that online, though.",talk,8
fw4x0r,0,I just finished Ozarks season 3,finish,6
fw4764,0,I negotiated my salary for the first time ever!,negotiate,10
fw39g3,1,I have recently started watching Korean series on Netflix.,start,10
fw2kyk,0,I just got tested for COVID 19,test,7
fw2kfw,0,Getting better,get,2
fw2dxi,1,I'm currently not being affected by the pandemic.,affect,10
fw1myr,0,I'm drinking some Masala Chai right now.,drink,9
fw1eyl,0,Chemistry Test in about 10 minutes Wish me luck!,wish,10
fw1eat,0,Need your opinion,need,3
fw1ae7,0,Stopped a panic attack for the first time today!,stop,10
fw0gfk,0,I love my cat,love,4
fvzula,0,Woke up feeling really good this morning,woke,7
fvx1ro,0,"Need advice from dog owners, help!",need,8
fvwteh,0,I caught headlice during quarantine?,catch,6
fvwqm1,0,How are you feeling right now?,feel,7
fvwodl,0,Celebrating my 30th today,celebrate,4
fvwhif,0,I need some music to chill a bit!,need,9
fvw2tv,0,I think my mom thinks I'm a rat.,think,10
fvvvnb,0,Wanna chat with some Extroverts,chat,5
fvvcgy,0,does anyone drink coffee late at night/evenings?,drink,10
fvv70y,0,I feel depressed,feel,3
fvv5ud,0,I feel vertigo from other people,feel,6
fvuog8,0,Don’t you hate it when,hate,6
fvumgx,0,I never said goodbye to the janitor,say,7
fvugzr,1,Friends come to meeee.,come,5
fvu7yl,0,How would you solve the Trolley problem?,solve,8
fvu2qp,0,I miss talking to internet friends often,miss,7
fvtwmr,0,Sat here waiting for a category 5 cyclone.,wait,9
fvtvyj,0,I miss having girl friends,miss,5
fvtt1m,0,Anyone else just miss someone particular in their life?,miss,10
fvtqej,0,Feeling bad about being average,feel,5
fvtimb,0,Can't sleep,sleep,3
fvtc1m,0,Im so grateful my head doesnt hurt.,be,10
fvslm6,0,"Thank you, stranger.",thank,5
fvsjrw,0,"Watched Mountain on Netflix, absolutely stunning film.",watch,9
fvsi9s,0,Tell me your happiest memory.,tell,6
fvseat,0,Today I went on a virtual first date,go,8
fvsa9s,0,Let's chat about pets?,let,6
fvs5in,0,Checking your phone has become like opening the fridge,become,9
fvryk7,0,Not that anyone cares but I am doing better,care,9
fvry2e,1,Two years ago I met a guy.,meet,8
fvrvak,1,I love full moons.,love,5
fvrton,0,Have any of y'all ever felt muted?,feel,9
fvrpty,0,Can't sleep,sleep,3
fvrjsk,0,Toxic people are destroying me,destroy,5
fvrhnn,1,* Reconnect with old friends .,reconnect,6
fvrgbn,0,Do you like being inside your own mind?,like,9
fvrg8a,0,Do you like being inside your own mind?,like,9
fvrg3d,0,Do you like being inside your own mind?,like,9
fvref4,1,Let’s be friends.,let,5
fvqrn8,0,Driving at night tunes,drive,4
fvqpuz,0,My Dad reveals the real monster under the stairs.,reveal,10
fvqket,0,How do you survive a boring work shift?,survive,9
fvqk4f,1,Everything is becoming bland.,become,5
fvqhqz,0,I miss being homeless,miss,4
fvqezr,0,Taking care of the animals in my backyard,take,8
fvq8ns,0,Covid-19 has really set me free.,set,7
fvppfo,1,let’s chat a bit.,let,6
fvp6ev,0,I folded and bought my BF a PS4,fold,8
fvp1bi,0,Let's play a little game!,let,7
fvourf,0,My family is breaking quarantine with a party,break,8
fvokbd,0,My husband isn't bonding with our dog.,bond,9
fvo54r,0,My cat slept on my neck last night.,sleep,9
fvo01z,0,"Chat about alternative music, folk etc",chat,7
fvnwbl,0,What fast food should I eat?,eat,7
fvnmys,1,I enjoy writing down my thoughts in my journal.,enjoy,10
fvnhua,0,My girlfriend just told me I'm her best friend,tell,10
fvn1bu,0,Should cockroaches be killed?,kill,5
fvmtv4,0,I hope everyone is doing okay,hope,6
fvmn9o,0,I'm always feeling more active late at night,feel,9
fvm780,0,Getting this off my chest,get,5
fvm36d,0,I've recently rediscovered my love of Love Hearts Sweets,rediscover,10
fvm11l,0,Planning on working as an English teacher,plan,7
fvlub2,0,How to fall asleeep,fall,4
fvlqxo,1,I find Star Wars music really beautiful.,find,8
fvln19,0,I’m kinda lost in my life rn,be,8
fvlayh,0,Care for yourself,care,3
fvkyju,0,I need some good excuses,need,5
fvkdb3,0,Scaring People At the Grocery Store,scare,6
fvkamq,0,Who would win between a Bear and a Gorilla ?,win,10
fvk8s6,0,What are you currently reading?,read,6
fvjmgb,0,I love homeschooling my little brother!,love,7
fvctfu,0,Scary things exist in the ocean.,exist,7
fvc2re,1,Who are you going to see?,go,7
fvbxmg,0,Having trouble with these abilities,have,5
fvbbrt,1,Makes total sense.,make,4
fvaskj,0,Thinking about love languages,think,4
fv9yij,0,Man I miss working,miss,4
fv9r94,0,I miss real school.,miss,5
fv9n0v,0,I miss my campus,miss,4
fv9h7q,1,I really hope to fall in love with someone :),hope,10
fv99tf,1,Call the police?,call,4
fv95vg,0,Im up for making friends but can't,be,9
fv902w,0,Where would you want to live?,want,7
fv8reh,0,Everything happens for a reason.,happen,6
fv8me6,0,Thank you to our cleaners,thank,5
fv8kcd,0,This quarantaine made me realize I had no real friends,make,10
fv8jcg,1,It really sucks that COVID-19 hit during allergy season.,suck,10
fv8ce8,0,What do you like about yourself?,like,7
fv89m4,0,My mom recently started a YouTube channel,start,7
fv82o6,1,I really hate cooking.,hate,5
fv80hm,0,im missing my gf a lot lately,miss,8
fv7tu6,1,I did laundry and made my bed which feels nice,laundry,10
fv7qbt,0,What should we call the COVID-19 quarantine babies?,call,9
fv7pe0,1,Does anyone else wishes for something like that rn?,wish,10
fv7pa6,1,I wish it would go away.,wish,7
fv7oue,0,What should we call the COVID-19 quarantine babies?,call,9
fv7m57,0,Is anyone else avoiding online school work hardcore?,avoid,9
fv7j6c,0,I came out to my mom as bi,come,8
fv7ax2,1,I began getting paid.,begin,5
fv72hy,0,i sometimes wish social media didn't exist,wish,8
fv7220,0,I love my job,love,4
fv6omm,0,I got busted talking to a squirrel today,bust,8
fv5yuf,1,Let's chat,let,3
fv5ogb,0,I need a little help finding a post please,need,9
fv5hr7,0,Came out to my grandma and papa as trans,come,9
fv5dc9,0,I'm using my Quarantine to learn Piano,use,8
fv4fjw,0,Stuck in Quarantine,stick,3
fv40fp,0,How I became friends with a VERY popular girl,become,9
fv3re8,0,Looking for ideas for my fiancee's birthday.,look,9
fv38si,0,Has the lockdown made you realise anything about yourself?,make,10
fv38h2,0,Can anyone recommend relatively cheap algebra textbooks or workbooks?,recommend,10
fv352p,1,Clinical depression is caused by genetics only.,cause,8
fv349l,1,Does anybody else experience things like that?,experience,8
fv2ny9,0,My Eating Disorder is getting worse while Quarantined,get,8
fv2mdh,1,That truly made my week!,make,6
fv2j6h,0,Need advice for college,need,4
fv20wt,0,"Have had Covid since Monday, Getting Nervous",have,8
fv1h5n,0,Does anyone know what went wrong,know,6
fv1fa5,1,Do you use reusable shopping bags?,use,7
fv1dd4,0,Using this time to exercise more,use,6
fv1323,1,Any advice would be greatly appreciated!,appreciate,7
fv0wy1,0,How do you stay productive during this time?,stay,9
fv0w4t,0,Decided to take a shower tonight.,decide,7
fv00iy,0,Put in an application for a rental home.,put,9
fuzs9j,0,I am wearing a dress,wear,5
fuzgvj,0,I reallly enjoy the diversity of the US,enjoy,8
fuz5e4,1,That one hit hard.,hit,5
fuz33p,0,A total stranger completely flipped my mood without knowing it,flip,10
fuyc4o,1,Please give me more ideas!,give,6
fuy3ba,0,Just need someone to talk to about relationship problems,need,9
fuxwv6,0,What’re the nicest easiest meals to cook?,be,9
fuxtzj,0,How do you beat procrastination?,beat,6
fuxggj,0,I'm finally seeing a therapist,see,6
fuxbpn,1,I thought lots about giving up.,think,7
fux38t,0,Just got a scholarship that keeps me from dropping out,get,10
fuwmsh,0,Looking for hidden gems of indie games,look,7
fuw6ns,0,I don't believe in editing photos!,believe,8
fuv1k4,0,Today I put a homophone in his place.,put,9
fuuw4q,0,How are you feeling right now?,feel,7
fuuv2z,0,Spending my 21st birthday in Lockdown,spend,6
fuulrz,0,I just got 5 subscribers on Youtube,get,7
fuulg4,0,What do y'all think about online friends?,think,9
fuu9dw,1,Could you improve communication and increase understanding between generations?,improve,10
fuu5lt,0,Having a really good morning,have,5
fut70g,0,Can I ask you random questions?,ask,7
fusi3l,1,Fight together !,fight,3
fusdkk,0,I’m sitting on my penpal’s porch,sit,8
fus9ck,1,I write essays that typically achieve high marks.,write,9
furlz3,1,Im scared.,be,4
fur29e,0,How you doing?,do,4
fuqpro,0,"NGL, this feels like a tipping point in history",feel,10
fuqfhb,0,So I deactivated all social media,deactivate,6
fuqaaj,0,What do you think of this kinda music?,think,9
fuq19e,0,I dreamt about a guineapig,dream,5
fupdsq,1,I got ignored.,ignore,4
fup9pr,0,Doing college online has not been working well for me,work,10
fup0d2,1,Let's get this party started!,let,7
fuo9fh,0,So I want to get into Animal Crossing...,want,9
funl8y,0,Living Alone During This Pandemic,live,5
fumykz,0,Making friends in quarantine.,make,5
fumodt,0,I am disturbed by this ad,disturb,6
fumg6y,0,I still miss Bill Paxton,miss,5
fumewv,0,Got straight A's for my grades.,got,8
fumauo,1,Let's talk about them :),let,6
fulx4x,0,I got laid off for corona today,lay,7
fulwt6,0,I'm going for a life of adventure,go,8
fulubz,0,Seeing everyone being active outside honestly lightens the mood,lighten,9
fulrio,0,I need someone to talk to.,need,7
fullen,1,I mean EVERYONE.,mean,4
fulewq,0,Thankfully my wife got laid off,lay,6
fuky0x,0,Has anyone started hand washing their clothes recently?,start,9
fukrej,1,What makes you really sad?,make,6
fukqul,1,They endure long and exhausting shifts.,endure,7
fukpgy,0,A girl I like called me cute last night.,call,10
fuk7rv,0,Living on my Own,live,4
fuk7gh,0,fuck your PTSD,fuck,3
fuk1b2,0,Has anyone cancelled any trips?,cancel,6
fujxgp,0,I just realized no one says fam anymore.,realize,9
fujr7t,0,Y'all got any spare motivation?,get,6
fuj9kb,1,I got most of my grad school results.,get,9
fuj99p,0,I learned how to ride a bike today,learn,8
fuirjp,1,i got phlegmatic.,get,4
fuiqwo,0,Anybody else never want to shake hands again?,want,9
fuip4f,0,Im finally breaking through in my career/passion,break,10
fuilsk,0,Is anyone else procrastinating?,procrastinate,5
fuil8d,0,Nobody seems to enjoy talking to me.,seem,8
fuiea2,0,Winter makes me sadder.,make,5
fuib2r,0,Let’s hear something good!,let,6
fuhzi4,0,Just want to talk to someone,want,6
fuhy9l,0,Getting ready to DM my first virtual session tommorrow.,get,10
fugu90,0,I just got into the honours program at university!,get,10
fugu4x,0,How can you understand your friendship is real?,understand,9
fugoeq,1,Anyone want a convo?,want,5
fufsg1,0,I quit my job today!,quit,6
fufhr4,0,"Today, I almost got murdered by a Squatty Potty",murder,10
